orderid,itemid,userid,shopid,comment,rating_star
164200390241226,20686880296,703905788,417399407,,5
158393616212435,20686880296,446456999,417399407,,4
158069129289492,20686880296,556851435,417399407,,4
162472865297580,20686880296,944481864,417399407,,4
161225856209615,20686880296,863313962,417399407,,3
160753876216993,20686880296,730477694,417399407,,3
163780007273257,20686880296,1205943083,417399407,,3
164766370291397,20686880296,901784030,417399407,,3
164035392219365,20686880296,968388586,417399407,,1
160424549233878,20686880296,888440064,417399407,,5
